payment_id,work_id,payment_request_date,authorization_date,payment_release_date,payment_amount_inr,payment_stage,invoice_number,cumulative_expenditure_inr,payment_status,authorized_by_agency_id,source_type,synthetic_demo_data
PAY-V2-0000164,W-000051,2024-02-22,2024-02-26,2024-03-01,2048000,1,INV-000051-01,2048000,RELEASED,IA-S03-03-01,SYNTHETIC_V2,True
PAY-V2-0000165,W-000051,2024-05-04,2024-05-05,2024-05-10,1812000,2,INV-000051-02,3860000,RELEASED,IA-S03-03-01,SYNTHETIC_V2,True
PAY-V2-0000166,W-000051,2024-07-15,2024-07-21,2024-07-23,2095000,3,INV-000051-03,5955000,RELEASED,IA-S03-03-01,SYNTHETIC_V2,True
PAY-V2-0000167,W-000052,2024-05-06,2024-05-12,2024-05-14,1126000,1,INV-000052-01,1126000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0000168,W-000052,2024-06-23,2024-06-25,2024-06-27,2104000,2,INV-000052-02,3230000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0000169,W-000052,2024-08-10,2024-08-11,2024-08-13,2098000,3,INV-000052-03,5328000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0000170,W-000052,2024-09-27,2024-09-29,2024-10-02,2173000,4,INV-000052-04,7501000,RELEASED,IA-S04-03-01,SYNTHETIC_V2,True
PAY-V2-0000171,W-000053,2024-05-30,2024-06-04,2024-06-09,2071000,1,INV-000053-01,2071000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0000172,W-000053,2024-08-13,2024-08-18,2024-08-19,2044000,2,INV-000053-02,4115000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0000173,W-000053,2024-10-27,2024-11-04,2024-11-06,1640000,3,INV-000053-03,5755000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0000174,W-000053,2025-01-10,2025-01-12,2025-01-17,1417000,4,INV-000053-04,7172000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0000175,W-000053,2025-03-26,2025-03-28,2025-04-01,1828000,5,INV-000053-05,9000000,RELEASED,IA-S05-03-01,SYNTHETIC_V2,True
PAY-V2-0000176,W-000054,2024-05-30,2024-06-05,2024-06-06,1457000,1,INV-000054-01,1457000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0000177,W-000054,2024-08-08,2024-08-12,2024-08-16,1460000,2,INV-000054-02,2917000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0000178,W-000054,2024-10-17,2024-10-22,2024-10-23,695000,3,INV-000054-03,3612000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0000179,W-000054,2024-12-26,2024-12-28,2024-12-31,1449000,4,INV-000054-04,5061000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0000180,W-000054,2025-03-06,2025-03-07,2025-03-08,863000,5,INV-000054-05,5924000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0000181,W-000054,2025-05-15,2025-05-22,2025-05-26,1475000,6,INV-000054-06,7399000,RELEASED,IA-S06-03-01,SYNTHETIC_V2,True
PAY-V2-0000182,W-000055,2024-08-14,2024-08-15,2024-08-19,991000,1,INV-000055-01,991000,RELEASED,IA-S01-01-02,SYNTHETIC_V2,True
PAY-V2-0000183,W-000055,2024-12-22,2024-12-30,2025-01-03,633000,2,INV-000055-02,1624000,RELEASED,IA-S01-01-02,SYNTHETIC_V2,True
PAY-V2-0000184,W-000056,2024-07-06,2024-07-09,2024-07-10,3953000,1,INV-000056-01,3953000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000185,W-000056,2024-08-27,2024-08-29,2024-09-02,2712000,2,INV-000056-02,6665000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000186,W-000056,2024-10-18,2024-10-25,2024-10-27,4308000,3,INV-000056-03,10973000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000187,W-000057,2024-05-11,2024-05-14,2024-05-15,297000,1,INV-000057-01,297000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000188,W-000057,2024-08-11,2024-08-18,2024-08-19,416000,2,INV-000057-02,713000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000189,W-000057,2024-11-11,2024-11-14,2024-11-19,257000,3,INV-000057-03,970000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000190,W-000057,2025-02-11,2025-02-19,2025-02-23,441000,4,INV-000057-04,1411000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000191,W-000058,2024-05-13,2024-05-18,2024-05-20,1191000,1,INV-000058-01,1191000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000192,W-000058,2024-07-12,2024-07-13,2024-07-15,879000,2,INV-000058-02,2070000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000193,W-000058,2024-09-10,2024-09-11,2024-09-15,1061000,3,INV-000058-03,3131000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000194,W-000058,2024-11-09,2024-11-13,2024-11-15,821000,4,INV-000058-04,3952000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000195,W-000058,2025-01-08,2025-01-14,2025-01-17,504000,5,INV-000058-05,4456000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000196,W-000059,2024-07-17,2024-07-22,2024-07-23,1030000,1,INV-000059-01,1030000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000197,W-000059,2024-08-19,2024-08-24,2024-08-25,2234000,2,INV-000059-02,3264000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000198,W-000059,2024-09-21,2024-09-24,2024-09-26,1512000,3,INV-000059-03,4776000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000199,W-000059,2024-10-24,2024-10-30,2024-11-04,959000,4,INV-000059-04,5735000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000200,W-000059,2024-11-26,2024-11-27,2024-12-02,1382000,5,INV-000059-05,7117000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000201,W-000059,2024-12-29,2025-01-03,2025-01-04,2190000,6,INV-000059-06,9307000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000202,W-000062,2024-11-27,2024-11-29,2024-11-30,467000,1,INV-000062-01,467000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000203,W-000062,2025-05-07,2025-05-08,2025-05-09,853000,2,INV-000062-02,1320000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000204,W-000062,2025-10-15,2025-10-16,2025-10-19,455000,3,INV-000062-03,1775000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000205,W-000062,2026-03-25,2026-03-30,2026-04-04,917000,4,INV-000062-04,2692000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000206,W-000063,2025-04-01,2025-04-08,2025-04-09,4199000,1,INV-000063-01,4199000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000207,W-000063,2025-12-18,2025-12-22,2025-12-26,3850000,2,INV-000063-02,8049000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000208,W-000064,2025-02-12,2025-02-15,2025-02-18,3618000,1,INV-000064-01,3618000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000209,W-000064,2025-08-20,2025-08-25,2025-08-29,1765000,2,INV-000064-02,5383000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000210,W-000064,2026-02-25,2026-03-01,2026-03-06,2360000,3,INV-000064-03,7743000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000211,W-000065,2024-12-05,2024-12-07,2024-12-09,1247000,1,INV-000065-01,1247000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000212,W-000065,2025-05-13,2025-05-17,2025-05-22,1304000,2,INV-000065-02,2551000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000213,W-000065,2025-10-19,2025-10-20,2025-10-21,2099000,3,INV-000065-03,4650000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000214,W-000065,2026-03-27,2026-03-31,2026-04-03,3103000,4,INV-000065-04,7753000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000215,W-000066,2025-05-05,2025-05-08,2025-05-13,1365000,1,INV-000066-01,1365000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0000216,W-000066,2026-01-03,2026-01-08,2026-01-10,939000,2,INV-000066-02,2304000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0000217,W-000067,2025-02-13,2025-02-15,2025-02-17,1549000,1,INV-000067-01,1549000,RELEASED,IA-S01-01-02,SYNTHETIC_V2,True
PAY-V2-0000218,W-000067,2025-08-21,2025-08-26,2025-08-29,1373000,2,INV-000067-02,2922000,RELEASED,IA-S01-01-02,SYNTHETIC_V2,True
PAY-V2-0000219,W-000067,2026-02-26,2026-03-02,2026-03-07,1967000,3,INV-000067-03,4889000,RELEASED,IA-S01-01-02,SYNTHETIC_V2,True
PAY-V2-0000220,W-000068,2025-01-25,2025-01-29,2025-02-02,1248000,1,INV-000068-01,1248000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000221,W-000068,2025-06-21,2025-06-25,2025-06-28,1401000,2,INV-000068-02,2649000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000222,W-000068,2025-11-15,2025-11-16,2025-11-21,727000,3,INV-000068-03,3376000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000223,W-000068,2026-04-11,2026-04-18,2026-04-19,1655000,4,INV-000068-04,5031000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0000224,W-000069,2024-11-25,2024-11-27,2024-12-02,918000,1,INV-000069-01,918000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000225,W-000069,2024-12-29,2025-01-04,2025-01-07,789000,2,INV-000069-02,1707000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000226,W-000069,2025-02-01,2025-02-06,2025-02-11,885000,3,INV-000069-03,2592000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000227,W-000069,2025-03-07,2025-03-10,2025-03-12,937000,4,INV-000069-04,3529000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000228,W-000069,2025-04-10,2025-04-11,2025-04-16,784000,5,INV-000069-05,4313000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000229,W-000069,2025-05-14,2025-05-21,2025-05-25,1416000,6,INV-000069-06,5729000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0000230,W-000070,2024-12-06,2024-12-11,2024-12-12,1442000,1,INV-000070-01,1442000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000231,W-000070,2025-02-15,2025-02-19,2025-02-21,759000,2,INV-000070-02,2201000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0000232,W-000071,2025-01-22,2025-01-28,2025-02-02,436000,1,INV-000071-01,436000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000233,W-000071,2025-05-09,2025-05-17,2025-05-22,860000,2,INV-000071-02,1296000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000234,W-000071,2025-08-24,2025-08-29,2025-08-30,660000,3,INV-000071-03,1956000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0000235,W-000072,2024-10-23,2024-10-29,2024-11-01,1735000,1,INV-000072-01,1735000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0000236,W-000072,2024-12-20,2024-12-24,2024-12-28,1649000,2,INV-000072-02,3384000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0000237,W-000072,2025-02-16,2025-02-21,2025-02-24,1227000,3,INV-000072-03,4611000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0000238,W-000072,2025-04-15,2025-04-20,2025-04-21,820000,4,INV-000072-04,5431000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0000239,W-000073,2024-11-05,2024-11-11,2024-11-13,1171000,1,INV-000073-01,1171000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000240,W-000073,2024-12-31,2025-01-02,2025-01-07,1648000,2,INV-000073-02,2819000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000241,W-000073,2025-02-25,2025-03-05,2025-03-09,1407000,3,INV-000073-03,4226000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000242,W-000073,2025-04-22,2025-04-26,2025-04-30,1064000,4,INV-000073-04,5290000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000243,W-000073,2025-06-17,2025-06-19,2025-06-20,1336000,5,INV-000073-05,6626000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000244,W-000074,2024-10-28,2024-11-02,2024-11-05,447000,1,INV-000074-01,447000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000245,W-000074,2024-11-27,2024-11-28,2024-11-30,624000,2,INV-000074-02,1071000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000246,W-000074,2024-12-27,2025-01-03,2025-01-04,467000,3,INV-000074-03,1538000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000247,W-000074,2025-01-26,2025-02-03,2025-02-04,463000,4,INV-000074-04,2001000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000248,W-000074,2025-02-25,2025-02-28,2025-03-04,323000,5,INV-000074-05,2324000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000249,W-000074,2025-03-27,2025-03-28,2025-04-01,417000,6,INV-000074-06,2741000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000250,W-000075,2025-02-24,2025-02-28,2025-03-03,2569000,1,INV-000075-01,2569000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0000251,W-000075,2025-08-08,2025-08-10,2025-08-15,1928000,2,INV-000075-02,4497000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0000252,W-000076,2025-02-16,2025-02-17,2025-02-20,2779000,1,INV-000076-01,2779000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000253,W-000076,2025-05-25,2025-06-02,2025-06-04,3564000,2,INV-000076-02,6343000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000254,W-000076,2025-08-31,2025-09-08,2025-09-11,2939000,3,INV-000076-03,9282000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000255,W-000077,2025-01-29,2025-01-31,2025-02-04,288000,1,INV-000077-01,288000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000256,W-000077,2025-04-16,2025-04-19,2025-04-24,634000,2,INV-000077-02,922000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000257,W-000077,2025-07-02,2025-07-07,2025-07-10,286000,3,INV-000077-03,1208000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000258,W-000077,2025-09-17,2025-09-18,2025-09-23,266000,4,INV-000077-04,1474000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000259,W-000078,2025-03-14,2025-03-21,2025-03-22,1075000,1,INV-000078-01,1075000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000260,W-000078,2025-05-30,2025-06-03,2025-06-07,1155000,2,INV-000078-02,2230000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000261,W-000078,2025-08-15,2025-08-17,2025-08-22,1257000,3,INV-000078-03,3487000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000262,W-000078,2025-10-31,2025-11-07,2025-11-09,1068000,4,INV-000078-04,4555000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000263,W-000078,2026-01-16,2026-01-21,2026-01-25,612000,5,INV-000078-05,5167000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000264,W-000079,2025-04-07,2025-04-14,2025-04-15,2910000,1,INV-000079-01,2910000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000265,W-000079,2025-06-07,2025-06-15,2025-06-18,1450000,2,INV-000079-02,4360000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000266,W-000079,2025-08-07,2025-08-09,2025-08-13,1783000,3,INV-000079-03,6143000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000267,W-000079,2025-10-07,2025-10-13,2025-10-16,1801000,4,INV-000079-04,7944000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000268,W-000079,2025-12-07,2025-12-08,2025-12-10,1682000,5,INV-000079-05,9626000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000269,W-000079,2026-02-06,2026-02-07,2026-02-12,2571000,6,INV-000079-06,12197000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000270,W-000082,2025-05-19,2025-05-21,2025-05-25,2107000,1,INV-000082-01,2107000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000271,W-000082,2025-10-23,2025-10-28,2025-11-01,1982000,2,INV-000082-02,4089000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000272,W-000082,2026-03-29,2026-04-05,2026-04-09,3485000,3,INV-000082-03,7574000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000273,W-000083,2025-04-07,2025-04-08,2025-04-10,2395000,1,INV-000083-01,2395000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000274,W-000083,2025-08-14,2025-08-22,2025-08-27,1998000,2,INV-000083-02,4393000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000275,W-000083,2025-12-21,2025-12-26,2025-12-30,2178000,3,INV-000083-03,6571000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000276,W-000083,2026-04-29,2026-04-30,2026-05-02,2396000,4,INV-000083-04,8967000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000277,W-000084,2025-09-20,2025-09-24,2025-09-29,1565000,1,INV-000084-01,1565000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000278,W-000084,2026-03-14,2026-03-16,2026-03-17,1643000,2,INV-000084-02,3208000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000279,W-000085,2025-07-06,2025-07-10,2025-07-14,2694000,1,INV-000085-01,2694000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000280,W-000085,2025-11-24,2025-11-27,2025-11-30,1571000,2,INV-000085-02,4265000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000281,W-000085,2026-04-14,2026-04-16,2026-04-18,1888000,3,INV-000085-03,6153000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0000282,W-000086,2025-05-07,2025-05-12,2025-05-17,213000,1,INV-000086-01,213000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000283,W-000086,2025-09-05,2025-09-13,2025-09-17,341000,2,INV-000086-02,554000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000284,W-000086,2026-01-04,2026-01-10,2026-01-14,343000,3,INV-000086-03,897000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000285,W-000086,2026-05-05,2026-05-08,2026-05-12,327000,4,INV-000086-04,1224000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0000286,W-000087,2025-08-19,2025-08-25,2025-08-26,2479000,1,INV-000087-01,2479000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0000287,W-000087,2026-02-26,2026-02-28,2026-03-04,1813000,2,INV-000087-02,4292000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0000288,W-000088,2025-07-28,2025-08-04,2025-08-07,1601000,1,INV-000088-01,1601000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000289,W-000088,2025-12-09,2025-12-10,2025-12-15,4018000,2,INV-000088-02,5619000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000290,W-000088,2026-04-22,2026-04-27,2026-04-28,3572000,3,INV-000088-03,9191000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0000291,W-000089,2025-08-15,2025-08-18,2025-08-22,432000,1,INV-000089-01,432000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000292,W-000089,2025-10-17,2025-10-22,2025-10-26,354000,2,INV-000089-02,786000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000293,W-000089,2025-12-19,2025-12-27,2025-12-31,510000,3,INV-000089-03,1296000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000294,W-000089,2026-02-20,2026-02-28,2026-03-01,451000,4,INV-000089-04,1747000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000295,W-000089,2026-04-24,2026-04-29,2026-05-04,742000,5,INV-000089-05,2489000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000296,W-000089,2026-06-26,2026-07-03,2026-07-07,287000,6,INV-000089-06,2776000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0000297,W-000090,2025-07-24,2025-07-27,2025-07-31,2231000,1,INV-000090-01,2231000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000298,W-000090,2025-12-03,2025-12-11,2025-12-16,1548000,2,INV-000090-02,3779000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0000299,W-000091,2025-05-26,2025-05-28,2025-05-29,1263000,1,INV-000091-01,1263000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0000300,W-000091,2025-08-03,2025-08-09,2025-08-14,648000,2,INV-000091-02,1911000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0000301,W-000091,2025-10-11,2025-10-19,2025-10-21,682000,3,INV-000091-03,2593000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0000302,W-000092,2025-05-05,2025-05-06,2025-05-11,2107000,1,INV-000092-01,2107000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0000303,W-000092,2025-06-19,2025-06-24,2025-06-29,1488000,2,INV-000092-02,3595000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0000304,W-000092,2025-08-03,2025-08-11,2025-08-12,1993000,3,INV-000092-03,5588000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0000305,W-000092,2025-09-17,2025-09-23,2025-09-24,4107000,4,INV-000092-04,9695000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0000306,W-000093,2025-06-10,2025-06-15,2025-06-16,1700000,1,INV-000093-01,1700000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0000307,W-000093,2025-09-07,2025-09-10,2025-09-12,938000,2,INV-000093-02,2638000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0000308,W-000093,2025-12-05,2025-12-11,2025-12-14,1656000,3,INV-000093-03,4294000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0000309,W-000093,2026-03-04,2026-03-12,2026-03-14,882000,4,INV-000093-04,5176000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0000310,W-000093,2026-06-01,2026-06-03,2026-06-07,1332000,5,INV-000093-05,6508000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0000311,W-000094,2025-08-12,2025-08-19,2025-08-22,1661000,1,INV-000094-01,1661000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0000312,W-000094,2025-10-14,2025-10-16,2025-10-20,1713000,2,INV-000094-02,3374000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0000313,W-000094,2025-12-16,2025-12-17,2025-12-21,727000,3,INV-000094-03,4101000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0000314,W-000094,2026-02-17,2026-02-18,2026-02-20,1696000,4,INV-000094-04,5797000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0000315,W-000094,2026-04-21,2026-04-27,2026-05-02,1216000,5,INV-000094-05,7013000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0000316,W-000094,2026-06-23,2026-06-29,2026-07-04,1595000,6,INV-000094-06,8608000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0000317,W-000095,2025-08-18,2025-08-21,2025-08-26,6495000,1,INV-000095-01,6495000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0000318,W-000095,2025-11-28,2025-11-30,2025-12-03,3566000,2,INV-000095-02,10061000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0000319,W-000096,2025-09-19,2025-09-27,2025-10-02,3804000,1,INV-000096-01,3804000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0000320,W-000096,2025-11-21,2025-11-27,2025-11-30,1919000,2,INV-000096-02,5723000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0000321,W-000096,2026-01-23,2026-01-24,2026-01-27,3333000,3,INV-000096-03,9056000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0000322,W-000097,2025-09-25,2025-09-28,2025-10-01,2394000,1,INV-000097-01,2394000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0000323,W-000097,2025-12-19,2025-12-22,2025-12-26,2428000,2,INV-000097-02,4822000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0000324,W-000097,2026-03-14,2026-03-22,2026-03-25,2658000,3,INV-000097-03,7480000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0000325,W-000097,2026-06-07,2026-06-15,2026-06-20,2456000,4,INV-000097-04,9936000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0000326,W-000098,2025-09-01,2025-09-04,2025-09-06,1165000,1,INV-000098-01,1165000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0000327,W-000098,2025-11-12,2025-11-19,2025-11-20,1776000,2,INV-000098-02,2941000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
