work_id,mp_id,state_name,constituency,district,sector,sub_sector,implementing_agency_id,sanction_status,source_current_status,feature_snapshot_date,lifecycle_stage,is_rejected,recommendation_date,sanction_date_as_of,expected_start_date,expected_completion_date,actual_start_date_as_of,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,estimate_to_recommended_ratio,sanction_to_recommended_ratio,sanction_to_estimate_ratio,days_recommendation_to_sanction,planned_duration_days,days_sanction_to_expected_start,released_payment_count_as_of,released_payment_total_inr_as_of,unique_vendor_count_as_of,largest_payment_inr_as_of,mean_payment_inr_as_of,largest_payment_share_as_of,vendor_hhi_as_of,first_payment_release_date_as_of,last_payment_release_date_as_of,days_since_last_payment_as_of,final_payment_count_as_of,has_final_payment_as_of,zero_value_released_payment_count_as_of,expenditure_to_sanction_pct_as_of,financial_overrun_amount_inr_as_of,financial_overrun_pct_as_of,progress_report_count_as_of,first_progress_report_date_as_of,latest_progress_report_date_as_of,latest_physical_progress_pct_as_of,latest_financial_progress_pct_as_of,latest_expected_progress_pct_as_of,financial_minus_physical_gap_pct_as_of,expected_minus_physical_gap_pct_as_of,days_since_last_progress_report_as_of,physical_progress_decrease_count_as_of,max_physical_progress_drop_pct_as_of,same_day_progress_extra_count_as_of,physical_progress_velocity_pct_per_30d,actual_start_available_as_of,days_since_actual_start_as_of,days_to_expected_completion_as_of,overdue_days_as_of,schedule_elapsed_ratio_as_of,asset_record_count_as_of,is_completed_as_of,completion_date_as_of,completion_marked_as_of,uc_recorded_as_of,handover_recorded_as_of,public_use_recorded_as_of,audit_recorded_as_of,final_expenditure_inr_as_of,actual_duration_days,completion_delay_days,source_current_physical_progress_pct,source_current_expenditure_inr,source_vs_asof_expenditure_difference_inr,source_vs_asof_physical_progress_difference_pct
W-000033,MP-MH-001,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 4,Drinking Water,Water Tank,IA-MH-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-12-10,2025-01-19,2025-02-26,2025-10-23,2025-02-26,1385000,1308000,1292000.0,0.9444043321299639,0.9328519855595668,0.9877675840978594,40.0,239.0,38.0,5,1339000,1,309000.0,267800.0,0.23076923076923078,1.0,2025-03-16,2026-01-24,220.0,1,True,0,103.63777089783281,47000.0,3.637770897832817,5,2025-06-16,2026-08-31,100.0,103.6,100.0,3.5999999999999943,0.0,1.0,0,0.0,0,5.292517006802721,True,552.0,-313.0,,2.309623430962343,1,True,2026-08-31,False,False,False,False,False,,551.0,312.0,100.0,1339000,0,0.0
W-000034,MP-KA-005,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 4,Education,Library Room,IA-KA-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-05-11,2023-06-19,2023-06-27,2024-01-25,2023-07-03,3483000,3485000,3449000.0,1.000574217628481,0.9902383003158197,0.9896700143472023,39.0,212.0,8.0,4,3350000,1,972000.0,837500.0,0.29014925373134326,1.0,2023-08-16,2024-02-07,937.0,1,True,0,97.12960278341548,0.0,0.0,8,2023-11-24,2026-08-31,100.0,97.1,100.0,-2.9000000000000057,0.0,1.0,0,0.0,0,2.6468842729970326,True,1156.0,-950.0,,5.481132075471698,1,True,2026-08-31,False,False,False,False,False,,1155.0,949.0,100.0,3350000,0,0.0
W-000035,MP-AP-002,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 4,Sanitation,Public Toilet,IA-AP-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-24,2024-03-01,2024-03-19,2024-12-24,2024-04-21,2759000,2609000,2704000.0,0.9456324755346139,0.9800652410293584,1.036412418551169,37.0,280.0,18.0,5,2770000,1,686000.0,554000.0,0.24765342960288808,1.0,2024-05-18,2025-05-20,469.0,1,True,0,102.44082840236686,66000.0,2.440828402366864,5,2024-10-10,2026-08-31,100.0,102.4,100.0,2.4000000000000057,0.0,1.0,0,0.0,0,3.5086956521739134,True,863.0,-616.0,,3.2,1,True,2026-08-31,False,False,False,False,False,,862.0,615.0,100.0,2770000,0,0.0
W-000036,MP-OD-001,Odisha,Odisha Demo Constituency 1,Odisha Demo District 2,Roads & Bridges,Rural Road,IA-OD-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-01-15,2025-02-22,2025-03-30,2026-01-28,2025-04-06,1563000,1610000,1596000.0,1.0300703774792066,1.021113243761996,0.991304347826087,38.0,304.0,36.0,1,1608000,1,1608000.0,1608000.0,1.0,1.0,2026-05-02,2026-05-02,122.0,1,True,0,100.75187969924812,12000.0,0.7518796992481203,3,2025-09-23,2026-08-31,100.0,100.8,100.0,0.7999999999999972,0.0,1.0,0,0.0,0,5.587719298245615,True,513.0,-216.0,,1.7105263157894737,1,True,2026-08-31,False,False,False,False,False,,512.0,215.0,100.0,1608000,0,0.0
W-000037,MP-MH-006,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 3,Health,Ambulance Shelter,IA-MH-002,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-05-07,2026-06-11,2026-07-01,2027-03-09,2026-07-17,2663000,2624000,2682000.0,0.9853548629365377,1.0071348103642508,1.0221036585365855,35.0,251.0,20.0,6,635000,1,153000.0,105833.33333333333,0.2409448818897638,1.0,2026-08-06,2026-08-25,7.0,0,False,0,23.676360924683074,0.0,0.0,8,2026-07-22,2026-08-31,27.7,23.7,17.9,-4.0,-9.8,1.0,2,3.8999999999999986,0,17.099999999999998,True,46.0,189.0,0.0,0.24701195219123506,0,False,,False,False,False,False,False,,,,27.7,635000,0,0.0
W-000038,MP-AP-006,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 1,Roads & Bridges,CC Road,,Pending,Not Applicable,2026-09-01,PRE_SANCTION,False,2025-11-01,,,,,3599000,3835000,,1.0655737704918034,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-000039,MP-OD-003,Odisha,Odisha Demo Constituency 3,Odisha Demo District 2,Roads & Bridges,Approach Road,IA-OD-005,Sanctioned,Sanctioned - Not Started,2026-09-01,EXECUTION,False,2026-05-04,2026-06-10,2026-07-23,2027-07-16,2026-08-23,1357000,1428000,1428000.0,1.0523212969786293,1.0523212969786293,1.0,37.0,358.0,43.0,0,0,0,,,,,,,,0,False,0,0.0,0.0,0.0,1,2026-08-31,2026-08-31,0.0,0.0,2.2,0.0,2.2,1.0,0,0.0,0,,True,9.0,318.0,0.0,0.11173184357541899,0,False,,False,False,False,False,False,,,,0.0,0,0,0.0
W-000040,MP-KA-004,Karnataka,Karnataka Demo Constituency 4,Karnataka Demo District 2,Sports,Indoor Sports Hall,IA-KA-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-03-24,2024-04-04,2024-05-01,2024-12-11,2024-05-18,2004000,1907000,1962000.0,0.9515968063872255,0.9790419161676647,1.02884111169376,11.0,224.0,27.0,1,2116000,1,2116000.0,2116000.0,1.0,1.0,2024-10-19,2024-10-19,682.0,1,True,0,107.84913353720694,154000.0,7.8491335372069315,5,2024-11-01,2026-08-31,100.0,107.8,100.0,7.799999999999997,0.0,1.0,0,0.0,0,3.4940119760479043,True,836.0,-629.0,,3.8080357142857144,1,True,2026-08-31,False,False,False,False,False,,835.0,628.0,100.0,2116000,0,0.0
W-000041,MP-AP-003,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Sanitation,Solid Waste Shed,IA-AP-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-04-21,2024-05-30,2024-06-25,2025-02-11,2024-07-04,1232000,1317000,1309000.0,1.0689935064935066,1.0625,0.9939255884586181,39.0,231.0,26.0,2,1334000,1,830000.0,667000.0,0.6221889055472264,1.0,2025-04-16,2025-05-30,459.0,1,True,0,101.90985485103133,25000.0,1.9098548510313216,7,2024-10-24,2026-08-31,100.0,101.9,100.0,1.9000000000000057,0.0,1.0,0,0.0,0,3.6213017751479284,True,789.0,-567.0,,3.4545454545454546,1,True,2026-08-31,True,False,False,False,False,1334000.0,788.0,566.0,100.0,1334000,0,0.0
W-000042,MP-OD-001,Odisha,Odisha Demo Constituency 1,Odisha Demo District 4,Sports,Indoor Sports Hall,IA-OD-003,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-09-07,2025-10-15,2025-11-24,2026-11-11,2025-12-20,916000,903000,888000.0,0.9858078602620087,0.9694323144104804,0.9833887043189369,38.0,352.0,40.0,6,745000,1,155000.0,124166.66666666667,0.2080536912751678,1.0,2026-04-05,2026-07-27,36.0,0,False,0,83.8963963963964,0.0,0.0,6,2026-01-31,2026-08-31,88.6,83.9,72.2,-4.699999999999989,-16.39999999999999,1.0,0,0.0,0,10.386792452830187,True,255.0,71.0,0.0,0.7982954545454546,0,False,,False,False,False,False,False,,,,88.6,745000,0,0.0
W-000043,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 3,Community Infrastructure,Public Waiting Hall,,Rejected,Not Applicable,2026-09-01,PRE_SANCTION,True,2026-02-19,,,,,965000,1017000,,1.0538860103626944,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-000044,MP-TS-003,Telangana,Telangana Demo Constituency 3,Telangana Demo District 1,Community Infrastructure,Anganwadi Building,IA-TS-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-04,2024-07-13,2024-08-12,2025-07-24,2024-09-05,2957000,2811000,2821000.0,0.9506256340886033,0.9540074399729456,1.0035574528637496,9.0,346.0,30.0,3,2951000,1,1333000.0,983666.6666666666,0.45171128431040325,1.0,2024-10-22,2025-07-13,415.0,1,True,0,104.60829493087557,130000.0,4.6082949308755765,6,2025-01-03,2026-08-31,100.0,104.6,100.0,4.599999999999994,0.0,1.0,0,0.0,0,3.9421487603305785,True,726.0,-404.0,,2.167630057803468,1,True,2026-08-31,False,False,False,False,False,,725.0,403.0,100.0,2951000,0,0.0
W-000045,MP-KA-004,Karnataka,Karnataka Demo Constituency 4,Karnataka Demo District 1,Renewable Energy,Solar Public Facility,IA-KA-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-04-10,2026-04-30,2026-06-04,2027-03-15,2026-06-13,1568000,1658000,1691000.0,1.0573979591836735,1.0784438775510203,1.019903498190591,20.0,284.0,35.0,3,317000,1,115000.0,105666.66666666667,0.3627760252365931,1.0,2026-07-20,2026-08-05,27.0,0,False,0,18.74630396215257,0.0,0.0,6,2026-06-26,2026-08-31,21.8,18.7,27.8,-3.1000000000000014,6.0,1.0,1,2.3999999999999995,0,8.045454545454547,True,80.0,195.0,0.0,0.31338028169014087,0,False,,False,False,False,False,False,,,,21.8,317000,0,0.0
W-000046,MP-OD-001,Odisha,Odisha Demo Constituency 1,Odisha Demo District 3,Education,Library Room,IA-OD-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-04-10,2024-04-26,2024-05-23,2025-04-10,2024-05-28,2320000,2399000,2388000.0,1.034051724137931,1.0293103448275862,0.9954147561483951,16.0,322.0,27.0,3,2540000,1,1143000.0,846666.6666666666,0.45,1.0,2024-08-05,2025-04-07,512.0,1,True,0,106.36515912897822,152000.0,6.365159128978225,6,2024-10-12,2026-08-31,100.0,106.4,100.0,6.400000000000006,0.0,1.0,0,0.0,0,3.4229651162790695,True,826.0,-509.0,,2.580745341614907,1,True,2026-08-31,False,False,False,True,False,,825.0,508.0,100.0,2540000,0,0.0
W-000047,MP-KA-002,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Drinking Water,RO Water Plant,IA-KA-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-09-29,2023-10-06,2023-10-14,2024-04-19,2023-11-05,2026000,2097000,2108000.0,1.0350444225074038,1.0404738400789733,1.0052455889365761,7.0,188.0,8.0,6,2213000,1,587000.0,368833.3333333333,0.26525079078174424,1.0,2023-12-20,2024-04-22,862.0,1,True,0,104.98102466793169,105000.0,4.981024667931689,3,2024-10-13,2026-08-31,100.0,105.0,100.0,5.0,0.0,1.0,0,0.0,0,2.7903930131004366,True,1031.0,-865.0,,5.601063829787234,1,True,2026-08-31,False,False,False,False,False,,1030.0,864.0,100.0,2213000,0,0.0
W-000048,MP-RJ-005,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,Community Infrastructure,Community Hall,IA-RJ-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-08-30,2024-09-19,2024-11-03,2025-08-18,2024-11-05,2057000,1980000,2016000.0,0.9625668449197861,0.980068060281964,1.018181818181818,20.0,288.0,45.0,4,2032000,1,717000.0,508000.0,0.3528543307086614,1.0,2025-01-21,2025-04-28,491.0,1,True,0,100.79365079365078,16000.0,0.7936507936507936,3,2025-06-14,2026-08-31,100.0,100.8,100.0,0.7999999999999972,0.0,1.0,0,0.0,0,4.408577878103837,True,665.0,-379.0,,2.3159722222222223,1,True,2026-08-31,False,False,False,False,False,,664.0,378.0,100.0,2032000,0,0.0
W-000049,MP-RJ-004,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 2,Sports,Sports Equipment Facility,IA-RJ-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-02-11,2024-03-19,2024-04-04,2024-12-07,2024-04-09,2453000,2468000,2555000.0,1.006114961271912,1.0415817366490012,1.0352512155591571,37.0,247.0,16.0,3,2657000,1,1135000.0,885666.6666666666,0.42717350395182535,1.0,2024-10-15,2025-03-20,530.0,1,True,0,103.9921722113503,102000.0,3.9921722113502938,8,2024-07-27,2026-08-31,100.0,104.0,100.0,4.0,0.0,1.0,1,0.6000000000000014,0,3.4352941176470586,True,875.0,-633.0,,3.562753036437247,1,True,2026-08-31,False,False,False,False,False,,874.0,632.0,100.0,2657000,0,0.0
W-000050,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 2,Renewable Energy,Solar Water System,IA-RJ-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-03-04,2025-04-02,2025-04-17,2025-12-25,2025-04-15,2433000,2439000,2511000.0,1.002466091245376,1.0320591861898891,1.029520295202952,29.0,252.0,15.0,4,2670000,1,882000.0,667500.0,0.3303370786516854,1.0,2025-08-11,2026-03-31,154.0,1,True,0,106.3321385902031,159000.0,6.332138590203106,3,2025-09-29,2026-08-31,100.0,106.3,100.0,6.299999999999997,0.0,1.0,0,0.0,0,6.285714285714286,True,504.0,-250.0,,1.992063492063492,1,True,2026-08-31,False,False,False,False,False,,503.0,249.0,100.0,2670000,0,0.0
W-000051,MP-TS-006,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 4,Sanitation,Drainage,IA-TS-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-03-31,2025-04-17,2025-05-28,2026-03-09,2025-06-12,2705000,2760000,2837000.0,1.0203327171903882,1.0487985212569315,1.0278985507246376,17.0,285.0,41.0,3,2861000,1,1296000.0,953666.6666666666,0.4529884655714785,1.0,2025-10-05,2026-06-14,79.0,1,True,0,100.84596404652801,24000.0,0.8459640465280225,8,2025-08-06,2026-08-31,100.0,100.8,100.0,0.7999999999999972,0.0,1.0,0,0.0,0,6.584615384615384,True,446.0,-176.0,,1.6175438596491227,1,True,2026-08-31,True,False,False,False,False,2861000.0,445.0,175.0,100.0,2861000,0,0.0
W-000052,MP-OD-003,Odisha,Odisha Demo Constituency 3,Odisha Demo District 4,Drinking Water,Water Tank,IA-OD-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-02-07,2025-03-17,2025-05-01,2025-11-11,2025-05-25,2947000,2914000,3024000.0,0.9888021717000339,1.0261282660332542,1.0377487989018532,38.0,194.0,45.0,1,2832000,1,2832000.0,2832000.0,1.0,1.0,2026-01-01,2026-01-01,243.0,1,True,0,93.65079365079364,0.0,0.0,5,2025-08-25,2026-08-31,100.0,93.7,100.0,-6.299999999999997,0.0,1.0,0,0.0,0,6.363881401617251,True,464.0,-294.0,,2.515463917525773,1,True,2026-08-31,False,False,False,False,False,,463.0,293.0,100.0,2832000,0,0.0
W-000053,MP-RJ-006,Rajasthan,Rajasthan Rajya Sabha Seat,Rajasthan Demo District 2,Health,Health Sub-Centre,IA-RJ-004,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2024-08-26,2024-10-13,2024-11-04,2025-06-16,2024-11-28,3067000,3116000,3238000.0,1.0159765242908378,1.055754809259863,1.039152759948652,48.0,224.0,22.0,4,2928000,1,870000.0,732000.0,0.29713114754098363,1.0,2024-12-11,2025-08-16,381.0,0,False,0,90.42618900555898,0.0,0.0,8,2025-02-16,2026-08-31,87.2,90.4,100.0,3.200000000000003,12.799999999999997,1.0,0,0.0,0,4.390374331550802,True,642.0,-442.0,442.0,2.9732142857142856,0,False,,False,False,False,False,False,,,,87.2,2928000,0,0.0
W-000054,MP-OD-005,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,Sanitation,Community Sanitation,IA-OD-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-05-29,2025-06-30,2025-07-20,2026-04-17,2025-07-26,1654000,1569000,1598000.0,0.9486094316807738,0.966142684401451,1.018483110261313,32.0,271.0,20.0,1,1635000,1,1635000.0,1635000.0,1.0,1.0,2025-11-29,2025-11-29,276.0,1,True,0,102.31539424280352,37000.0,2.3153942428035044,7,2025-09-21,2026-08-31,100.0,102.3,100.0,2.299999999999997,0.0,1.0,0,0.0,0,7.203488372093023,True,402.0,-137.0,,1.5055350553505535,1,True,2026-08-31,False,False,False,False,False,,401.0,136.0,100.0,1635000,0,0.0
W-000055,MP-TS-003,Telangana,Telangana Demo Constituency 3,Telangana Demo District 4,Community Infrastructure,Community Hall,IA-TS-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-03-06,2026-03-20,2026-04-21,2026-11-24,2026-05-14,815000,847000,852000.0,1.0392638036809816,1.045398773006135,1.0059031877213696,14.0,217.0,32.0,5,766000,1,217000.0,153200.0,0.283289817232376,1.0,2026-05-31,2026-08-10,22.0,0,False,0,89.90610328638498,0.0,0.0,7,2026-05-29,2026-08-31,23.4,89.9,50.2,66.5,26.800000000000004,1.0,2,2.3000000000000007,0,4.499999999999999,True,110.0,84.0,0.0,0.6129032258064516,0,False,,False,False,False,False,False,,,,23.4,766000,0,0.0
W-000056,MP-MH-002,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 1,Community Infrastructure,Community Hall,,Rejected,Not Applicable,2026-09-01,PRE_SANCTION,True,2024-12-10,,,,,3144000,3255000,,1.0353053435114503,,,,,,0,0,0,,,,,,,,0,False,0,,,,0,,,,,,,,,0,0.0,0,,False,,,,,0,False,,False,False,False,False,False,,,,0.0,0,0,
W-000057,MP-MH-005,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 2,Sanitation,Public Toilet,IA-MH-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-06-04,2025-06-19,2025-06-27,2026-02-26,2025-06-30,2223000,2125000,2182000.0,0.9559154295996402,0.9815564552406658,1.0268235294117647,15.0,244.0,8.0,3,2036000,1,919000.0,678666.6666666666,0.45137524557956776,1.0,2025-09-18,2026-04-28,126.0,1,True,0,93.30889092575619,0.0,0.0,8,2025-08-22,2026-08-31,100.0,93.3,100.0,-6.700000000000003,0.0,1.0,0,0.0,0,6.77807486631016,True,428.0,-187.0,,1.7663934426229508,1,True,2026-08-31,False,False,False,False,False,,427.0,186.0,100.0,2036000,0,0.0
W-000058,MP-OD-004,Odisha,Odisha Demo Constituency 4,Odisha Demo District 2,Health,Health Sub-Centre,IA-OD-004,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2024-05-01,2024-06-13,2024-07-07,2025-06-03,2024-07-26,3937000,3832000,3847000.0,0.9733299466598934,0.9771399542799085,1.0039144050104385,43.0,331.0,24.0,6,3294000,1,725000.0,549000.0,0.22009714632665453,1.0,2024-08-08,2025-08-16,381.0,0,False,0,85.62516246425787,0.0,0.0,6,2024-11-30,2026-08-31,93.2,85.6,100.0,-7.6000000000000085,6.799999999999997,1.0,0,0.0,0,3.384976525821596,True,767.0,-455.0,455.0,2.3746223564954683,0,False,,False,False,False,False,False,,,,93.2,3294000,0,0.0
W-000059,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 2,Health,PHC Equipment Room,IA-RJ-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-08-06,2025-08-25,2025-09-05,2026-03-15,2025-09-03,1134000,1159000,1162000.0,1.0220458553791887,1.0246913580246915,1.002588438308887,19.0,191.0,11.0,1,1126000,1,1126000.0,1126000.0,1.0,1.0,2026-05-21,2026-05-21,103.0,1,True,0,96.90189328743546,0.0,0.0,3,2026-01-01,2026-08-31,100.0,96.9,100.0,-3.0999999999999943,0.0,1.0,0,0.0,0,7.9958677685950414,True,363.0,-170.0,,1.8900523560209423,1,True,2026-08-31,False,False,False,False,False,,362.0,169.0,100.0,1126000,0,0.0
W-000060,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 4,Drinking Water,Pipeline Extension,IA-RJ-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-12-05,2024-01-24,2024-02-08,2024-09-26,2024-03-03,1464000,1420000,1462000.0,0.9699453551912568,0.9986338797814208,1.0295774647887324,50.0,231.0,15.0,6,1532000,1,305000.0,255333.33333333334,0.19908616187989556,1.0,2024-05-19,2024-11-27,643.0,1,True,0,104.78796169630643,70000.0,4.7879616963064295,3,2024-12-31,2026-08-31,100.0,104.8,100.0,4.799999999999997,0.0,1.0,0,0.0,0,3.1381578947368425,True,912.0,-705.0,,4.0519480519480515,1,True,2026-08-31,True,False,False,False,False,1532000.0,911.0,704.0,100.0,1532000,0,0.0
W-000061,MP-TS-001,Telangana,Telangana Demo Constituency 1,Telangana Demo District 4,Roads & Bridges,CC Road,IA-TS-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-05,2024-08-06,2024-09-08,2025-05-23,2024-09-22,2090000,2156000,2130000.0,1.0315789473684212,1.0191387559808613,0.9879406307977736,32.0,257.0,33.0,5,2288000,1,598000.0,457600.0,0.26136363636363635,1.0,2024-11-04,2025-03-21,529.0,1,True,0,107.41784037558686,158000.0,7.417840375586854,7,2025-01-01,2026-08-31,100.0,107.4,100.0,7.400000000000006,0.0,1.0,0,0.0,0,4.196046128500824,True,709.0,-466.0,,2.813229571984436,1,True,2026-08-31,False,False,False,False,False,,708.0,465.0,100.0,2288000,0,0.0
W-000062,MP-RJ-004,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 1,Community Infrastructure,Anganwadi Building,IA-RJ-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-01-18,2025-02-28,2025-03-07,2025-10-02,2025-04-02,2868000,2970000,3006000.0,1.0355648535564854,1.0481171548117154,1.0121212121212122,41.0,209.0,7.0,2,2768000,1,1420000.0,1384000.0,0.5130057803468208,1.0,2025-05-17,2025-08-16,381.0,1,True,0,92.08250166333998,0.0,0.0,8,2025-06-05,2026-08-31,100.0,92.1,100.0,-7.900000000000006,0.0,1.0,0,0.0,0,5.5553097345132745,True,517.0,-334.0,,2.598086124401914,1,True,2026-08-31,False,False,False,False,False,,516.0,333.0,100.0,2768000,0,0.0
W-000063,MP-RJ-006,Rajasthan,Rajasthan Rajya Sabha Seat,Rajasthan Demo District 4,Health,PHC Equipment Room,IA-RJ-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-05-27,2025-07-05,2025-08-16,2026-04-10,2025-09-07,3155000,3300000,3325000.0,1.045958795562599,1.0538827258320127,1.0075757575757576,39.0,237.0,42.0,2,3491000,1,1918000.0,1745500.0,0.549412775708966,1.0,2025-11-24,2025-12-19,256.0,1,True,0,104.99248120300753,166000.0,4.992481203007519,5,2025-11-17,2026-08-31,100.0,105.0,100.0,5.0,0.0,1.0,0,0.0,0,8.216027874564459,True,359.0,-144.0,,1.6075949367088607,1,True,2026-08-31,True,False,False,False,False,3491000.0,358.0,143.0,100.0,3491000,0,0.0
W-000064,MP-AP-006,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 3,Roads & Bridges,Small Bridge,IA-AP-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-08-10,2025-09-20,2025-10-06,2026-05-09,2025-10-02,2483000,2580000,2599000.0,1.0390656463954893,1.0467176802255336,1.0073643410852713,41.0,215.0,16.0,6,2786000,1,606000.0,464333.3333333333,0.21751615218951903,1.0,2025-11-16,2026-07-05,58.0,1,True,0,107.19507502885726,187000.0,7.195075028857254,7,2025-11-18,2026-08-31,100.0,107.2,100.0,7.200000000000003,0.0,1.0,0,0.0,0,8.706293706293707,True,334.0,-115.0,,1.5348837209302326,1,True,2026-08-31,False,False,False,False,False,,333.0,114.0,100.0,2786000,0,0.0
W-000065,MP-KA-004,Karnataka,Karnataka Demo Constituency 4,Karnataka Demo District 3,Drinking Water,RO Water Plant,IA-KA-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-11-07,2023-11-20,2023-12-22,2024-08-19,2023-12-25,1979000,1923000,1970000.0,0.9717028802425467,0.9954522486104093,1.0244409776391055,13.0,241.0,32.0,2,2059000,1,1200000.0,1029500.0,0.5828071879553182,1.0,2024-02-24,2024-06-01,822.0,1,True,0,104.51776649746193,89000.0,4.5177664974619285,6,2024-06-05,2026-08-31,100.0,104.5,100.0,4.5,0.0,1.0,0,0.0,0,2.7943696450428392,True,981.0,-743.0,,4.08298755186722,1,True,2026-08-31,False,False,True,False,False,,980.0,742.0,100.0,2059000,0,0.0
W-000066,MP-RJ-002,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 4,Drinking Water,Borewell,IA-RJ-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-06-22,2023-07-06,2023-07-25,2024-03-31,2023-08-24,2093000,1979000,2024000.0,0.9455327281414238,0.967032967032967,1.0227387569479536,14.0,250.0,19.0,2,2072000,1,1152000.0,1036000.0,0.555984555984556,1.0,2024-02-19,2024-04-25,859.0,1,True,0,102.3715415019763,48000.0,2.371541501976284,6,2024-02-23,2026-08-31,100.0,102.4,100.0,2.4000000000000057,0.0,1.0,0,0.0,0,2.8173913043478263,True,1104.0,-884.0,,4.536,1,True,2026-08-31,True,False,False,False,False,2072000.0,1103.0,883.0,100.0,2072000,0,0.0
W-000067,MP-KA-005,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,Health,PHC Equipment Room,IA-KA-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-10-10,2023-11-27,2023-12-20,2024-10-17,2023-12-23,1339000,1390000,1410000.0,1.0380881254667662,1.053024645257655,1.014388489208633,48.0,302.0,23.0,5,1411000,1,433000.0,282200.0,0.30687455705173633,1.0,2024-02-11,2025-01-06,603.0,1,True,0,100.0709219858156,1000.0,0.07092198581560284,6,2024-06-03,2026-08-31,100.0,100.1,100.0,0.09999999999999432,0.0,1.0,0,0.0,0,3.0695970695970693,True,983.0,-684.0,,3.2649006622516556,1,True,2026-08-31,False,False,False,False,False,,982.0,683.0,100.0,1411000,0,0.0
