group_type,group_value,metric,month,current_value,current_event_count,baseline_month_count,historical_event_support,median,mad,q1,q3,iqr,p10,p90,robust_z,deviation_method,ewma,trend_deviation_flag
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,recommended_amount_inr,2026-06,0.0,0,6,18,5993500.0,4261000.0,2401750.0,9760000.0,7358250.0,1303500.0,10836000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,4179480.3640971542,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,recommended_amount_inr,2026-07,0.0,0,6,17,5993500.0,4261000.0,2401750.0,9760000.0,7358250.0,924500.0,10836000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,2925636.2548680077,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,recommended_amount_inr,2026-08,0.0,0,6,14,2954500.0,2954500.0,462250.0,8793250.0,8331000.0,0.0,10836000.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,2047945.3784076052,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2023-07,379000.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,379000.0,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2023-08,974000.0,2,1,1,379000.0,0.0,379000.0,379000.0,0.0,379000.0,379000.0,,INSUFFICIENT_PRIOR_MONTHS,557500.0,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2023-09,1096000.0,2,2,3,676500.0,297500.0,527750.0,825250.0,297500.0,438500.0,914500.0,,INSUFFICIENT_PRIOR_MONTHS,719050.0,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2023-10,2932000.0,6,3,5,974000.0,122000.0,676500.0,1035000.0,358500.0,498000.0,1071600.0,,INSUFFICIENT_PRIOR_MONTHS,1382935.0,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2023-11,2196000.0,4,4,11,1035000.0,358500.0,825250.0,1555000.0,729750.0,557500.0,2381200.0000000005,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,1626854.5,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2023-12,3398000.0,7,5,15,1096000.0,717000.0,974000.0,2196000.0,1222000.0,617000.0,2637600.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,2158198.15,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-01,4339000.0,9,6,22,1646000.0,969500.0,1004500.0,2748000.0,1743500.0,676500.0,3165000.0,1.8735724600309438,MAD,2812438.705,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-02,3858000.0,7,6,30,2564000.0,1151000.0,1371000.0,3281500.0,1910500.0,1035000.0,3868500.0,0.7582997393570808,MAD,3126107.0935,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-03,9155000.0,17,6,35,3165000.0,831000.0,2380000.0,3743000.0,1363000.0,1646000.0,4098500.0,4.861919374247894,MAD,4934774.96545,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-04,6537000.0,16,6,50,3628000.0,703500.0,3048500.0,4218750.0,1170250.0,2564000.0,6747000.0,2.789083866382374,MAD,5415442.475815,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-05,8914000.0,12,6,60,4098500.0,1301500.0,3513000.0,5987500.0,2474500.0,2797000.0,7846000.0,2.4956240875912408,MAD,6465009.7330705,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-06,6735000.0,11,6,68,5438000.0,1810000.0,3978250.0,8319750.0,4341500.0,3628000.0,9034500.0,0.4833295580110497,MAD,6546006.81314935,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-07,6960000.0,10,6,72,6636000.0,2287500.0,4888500.0,8369250.0,3480750.0,4098500.0,9034500.0,0.09553573770491804,MAD,6670204.769204545,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-08,5154000.0,13,6,73,6847500.0,1188500.0,6586500.0,8425500.0,1839000.0,5197500.0,9034500.0,-0.9610986537652503,MAD,6215343.3384431815,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-09,5408000.0,9,6,79,6847500.0,1002000.0,6586500.0,8425500.0,1839000.0,5845500.0,9034500.0,-0.9690047405189621,MAD,5973140.336910226,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-10,5907000.0,13,6,71,6636000.0,776000.0,5690250.0,6903750.0,1213500.0,5281000.0,7937000.0,-0.6336475515463917,MAD,5953298.235837158,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-11,5460000.0,15,6,68,6321000.0,776000.0,5532750.0,6903750.0,1371000.0,5281000.0,7937000.0,-0.7483820876288659,MAD,5805308.76508601,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2024-12,4831000.0,12,6,71,5683500.0,402500.0,5421000.0,6528000.0,1107000.0,5281000.0,6847500.0,-1.4285993788819875,MAD,5513016.135560207,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-01,9047000.0,17,6,72,5434000.0,376500.0,5217500.0,5795250.0,577750.0,4992500.0,6433500.0,6.4726918990703854,MAD,6573211.294892145,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-02,7285000.0,17,6,79,5434000.0,376500.0,5217500.0,5795250.0,577750.0,4992500.0,7477000.0,3.3160677290836653,MAD,6786747.906424501,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-03,9613000.0,17,6,83,5683500.0,564000.0,5421000.0,6940500.0,1519500.0,5119500.0,8166000.0,4.6993754432624115,MAD,7634623.53449715,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-04,5161000.0,13,6,91,6596000.0,1450500.0,5571750.0,8606500.0,3034750.0,5145500.0,9330000.0,-0.6672923129955188,MAD,6892536.474148005,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-05,5275000.0,8,6,91,6372500.0,1376500.0,5235750.0,8606500.0,3370750.0,4996000.0,9330000.0,-0.5377869596803487,MAD,6407275.531903603,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-06,1370000.0,3,6,84,6280000.0,1284000.0,5189500.0,8606500.0,3417000.0,4996000.0,9330000.0,-2.5792795950155765,MAD,4896092.872332522,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-07,5581000.0,13,6,75,6280000.0,1943000.0,5189500.0,8606500.0,3417000.0,3265500.0,9330000.0,-0.2426533710756562,MAD,5101565.010632765,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-08,3639000.0,9,6,71,5428000.0,1062000.0,5189500.0,6859000.0,1669500.0,3265500.0,8449000.0,-1.1362339924670433,MAD,4662795.507442934,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-09,2759000.0,7,6,63,5218000.0,971000.0,4019500.0,5504500.0,1485000.0,2504500.0,7597000.0,-1.7081313079299691,MAD,4091656.8552100537,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-10,953000.0,2,6,53,4400000.0,1028000.0,2979000.0,5246500.0,2267500.0,2064500.0,5428000.0,-2.2616746108949415,MAD,3150059.7986470372,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-11,10102000.0,10,6,42,3199000.0,1952500.0,1717250.0,4866000.0,3148750.0,1161500.0,5428000.0,2.384672727272727,MAD,5235641.859052926,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2025-12,5939000.0,13,6,44,3199000.0,2037500.0,1717250.0,5095500.0,3378250.0,1161500.0,7841500.0,0.9070576687116565,MAD,5446649.301337048,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-01,2584000.0,6,6,54,4610000.0,1590000.0,2979000.0,5849500.0,2870500.0,1856000.0,8020500.0,-0.8594572327044026,MAD,4587854.510935934,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-02,3106000.0,5,6,47,3199000.0,1430500.0,2627750.0,5364000.0,2736250.0,1768500.0,8020500.0,-0.04385075148549458,MAD,4143298.157655154,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-03,5118000.0,8,6,43,2932500.0,1164000.0,2627750.0,5230750.0,2603000.0,1768500.0,8020500.0,1.2664259020618556,MAD,4435708.710358608,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-04,6382000.0,9,6,44,4112000.0,1677500.0,2714500.0,5733750.0,3019250.0,1768500.0,8020500.0,0.912736214605067,MAD,5019596.097251025,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-05,5470000.0,14,6,51,5528500.0,1638000.0,3609000.0,6271250.0,2662250.0,2845000.0,8242000.0,-0.024089285714285716,MAD,5154717.268075718,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-06,9364000.0,27,6,55,5294000.0,866500.0,3609000.0,5821750.0,2212750.0,2845000.0,6160500.0,3.1681650317368724,MAD,6417502.087653002,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-07,6095000.0,17,6,69,5294000.0,1638000.0,3609000.0,6154000.0,2545000.0,2845000.0,7873000.0,0.3298379120879121,MAD,6320751.461357101,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_amount_inr,2026-08,9024000.0,24,6,80,5782500.0,632000.0,5206000.0,6310250.0,1104250.0,4112000.0,7873000.0,3.4594806170886074,MAD,7131726.02294997,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2023-07,1.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,1.0,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2023-08,2.0,2,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,INSUFFICIENT_PRIOR_MONTHS,1.2999999999999998,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2023-09,2.0,2,2,3,1.5,0.5,1.25,1.75,0.5,1.1,1.9,,INSUFFICIENT_PRIOR_MONTHS,1.5099999999999998,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2023-10,6.0,6,3,5,2.0,0.0,1.5,2.0,0.5,1.2,2.0,,INSUFFICIENT_PRIOR_MONTHS,2.8569999999999993,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2023-11,4.0,4,4,11,2.0,0.5,1.75,3.0,1.25,1.3,4.800000000000001,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,3.1998999999999995,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2023-12,7.0,7,5,15,2.0,1.0,2.0,4.0,2.0,1.4,5.2,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,4.339929999999999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-01,9.0,9,6,22,3.0,1.5,2.0,5.5,3.5,1.5,6.5,2.698,MAD,5.737950999999999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-02,7.0,7,6,30,5.0,2.5,2.5,6.75,4.25,2.0,8.0,0.5396,MAD,6.116565699999999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-03,17.0,17,6,35,6.5,1.5,4.5,7.0,2.5,3.0,8.0,4.7215,MAD,9.381595989999997,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-04,16.0,16,6,50,7.0,1.5,6.25,8.5,2.25,5.0,13.0,4.047,MAD,11.367117192999999,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-05,12.0,12,6,60,8.0,2.5,7.0,14.25,7.25,5.5,16.5,1.0792,MAD,11.556982035099999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-06,11.0,11,6,68,10.5,3.5,7.5,15.0,7.5,7.0,16.5,0.09635714285714285,MAD,11.389887424569999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-07,10.0,10,6,72,11.5,3.5,9.5,15.0,5.5,8.0,16.5,-0.28907142857142853,MAD,10.972921197199,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-08,13.0,13,6,73,11.5,3.0,10.25,15.0,4.75,8.5,16.5,0.33725,MAD,11.581044838039299,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-09,9.0,9,6,79,12.5,2.0,11.25,15.25,4.0,10.5,16.5,-1.180375,MAD,10.806731386627508,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-10,13.0,13,6,71,11.5,1.5,10.25,12.75,2.5,9.5,14.5,0.6745,MAD,11.464711970639256,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-11,15.0,15,6,68,11.5,1.5,10.25,12.75,2.5,9.5,13.0,1.5738333333333332,MAD,12.525298379447479,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2024-12,12.0,12,6,71,12.0,1.5,10.25,13.0,2.75,9.5,14.0,0.0,MAD,12.367708865613235,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-01,17.0,17,6,72,12.5,1.5,10.5,13.0,2.5,9.5,14.0,2.0235,MAD,13.757396205929263,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-02,17.0,17,6,79,13.0,1.5,12.25,14.5,2.25,10.5,16.0,1.7986666666666666,MAD,14.730177344150484,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-03,17.0,17,6,83,14.0,2.5,12.25,16.5,4.25,10.5,17.0,0.8093999999999999,MAD,15.411124140905338,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-04,13.0,13,6,91,16.0,1.0,13.5,17.0,3.5,12.5,17.0,-2.0235,MAD,14.687786898633737,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-05,8.0,8,6,91,16.0,1.0,13.5,17.0,3.5,12.5,17.0,-5.396,MAD,12.681450829043616,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-06,3.0,3,6,84,15.0,2.0,12.25,17.0,4.75,10.0,17.0,-4.047,MAD,9.77701558033053,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-07,13.0,13,6,75,15.0,2.0,9.25,17.0,7.75,5.5,17.0,-0.6745,MAD,10.74391090623137,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-08,9.0,9,6,71,13.0,4.0,9.25,16.0,6.75,5.5,17.0,-0.6745,MAD,10.220737634361958,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-09,7.0,7,6,63,11.0,2.5,8.25,13.0,4.75,5.5,15.0,-1.0792,MAD,9.25451634405337,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-10,2.0,2,6,53,8.5,3.0,7.25,12.0,4.75,5.0,13.0,-1.4614166666666666,MAD,7.078161440837358,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-11,10.0,10,6,42,7.5,3.0,4.0,8.75,4.75,2.5,11.0,0.5620833333333334,MAD,7.95471300858615,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2025-12,13.0,13,6,44,8.0,3.5,4.0,9.75,5.75,2.5,11.5,0.9635714285714286,MAD,9.468299106010305,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-01,6.0,6,6,54,9.5,3.0,7.5,12.25,4.75,4.5,13.0,-0.7869166666666666,MAD,8.427809374207213,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-02,5.0,5,6,47,8.0,2.0,6.25,9.75,3.5,4.0,11.5,-1.01175,MAD,7.399466561945048,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-03,8.0,8,6,43,6.5,2.5,5.25,9.25,4.0,3.5,11.5,0.40469999999999995,MAD,7.579626593361533,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-04,9.0,9,6,44,7.0,2.5,5.25,9.5,4.25,3.5,11.5,0.5396,MAD,8.005738615353073,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-05,14.0,14,6,51,8.5,2.0,6.5,9.75,3.25,5.5,11.5,1.854875,MAD,9.80401703074715,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-06,27.0,27,6,55,8.5,3.0,6.5,12.0,5.5,5.5,13.5,4.159416666666666,MAD,14.962811921523006,True
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-07,17.0,17,6,69,8.5,3.0,6.5,12.75,6.25,5.5,20.5,1.9110833333333332,MAD,15.573968345066103,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,released_payment_count,2026-08,24.0,24,6,80,11.5,4.5,8.25,16.25,8.0,6.5,22.0,1.8736111111111111,MAD,18.101777841546273,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-04,2.0,2,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,2.0,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-05,3.0,3,1,2,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,INSUFFICIENT_PRIOR_MONTHS,2.3,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-06,3.0,3,2,5,2.5,0.5,2.25,2.75,0.5,2.1,2.9,,INSUFFICIENT_PRIOR_MONTHS,2.51,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-07,3.0,3,3,8,3.0,0.0,2.5,3.0,0.5,2.2,3.0,,INSUFFICIENT_PRIOR_MONTHS,2.6569999999999996,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-08,8.0,8,4,11,3.0,0.0,2.75,3.0,0.25,2.3,3.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,4.2599,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-09,1.0,1,5,19,3.0,0.0,3.0,3.0,0.0,2.4,6.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,3.2819299999999996,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-10,4.0,4,6,20,3.0,0.5,2.25,3.0,0.75,1.5,5.5,1.349,MAD,3.497350999999999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-11,1.0,1,6,22,3.0,0.5,3.0,3.75,0.75,2.0,6.0,-2.698,MAD,2.748145699999999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2023-12,3.0,3,6,20,3.0,1.5,1.5,3.75,2.25,1.0,6.0,0.0,MAD,2.823701989999999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-01,7.0,7,6,20,3.0,1.5,1.5,3.75,2.25,1.0,6.0,1.7986666666666666,MAD,4.076591392999999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-02,3.0,3,6,24,3.5,2.5,1.5,6.25,4.75,1.0,7.5,-0.1349,MAD,3.753613975099999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-03,3.0,3,6,19,3.0,1.5,1.5,3.75,2.25,1.0,5.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,3.527529782569999,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-04,2.0,2,6,21,3.0,0.5,3.0,3.75,0.75,2.0,5.5,-1.349,MAD,3.0692708477989994,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-05,4.0,4,6,19,3.0,0.5,2.25,3.0,0.75,1.5,5.0,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,3.3484895934592993,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-06,1.0,1,6,22,3.0,0.5,3.0,3.75,0.75,2.5,5.5,-2.698,MAD,2.643942715421509,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-07,3.0,3,6,20,3.0,1.0,2.25,3.75,1.5,1.5,5.5,0.0,MAD,2.7507599007950563,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-08,5.0,5,6,16,3.0,0.5,2.25,3.0,0.75,1.5,3.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,3.4255319305565393,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-09,6.0,6,6,18,3.0,1.0,2.25,3.75,1.5,1.5,4.5,,INSUFFICIENT_HISTORICAL_EVENT_SUPPORT,4.197872351389577,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-10,4.0,4,6,21,3.5,1.5,2.25,4.75,2.5,1.5,5.5,0.22483333333333333,MAD,4.138510645972704,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-11,4.0,4,6,23,4.0,1.0,3.25,4.75,1.5,2.0,5.5,0.0,MAD,4.0969574521808925,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2024-12,1.0,1,6,23,4.0,1.0,3.25,4.75,1.5,2.0,5.5,-2.0235,MAD,3.1678702165266244,False
DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,sanction_work_count,2025-01,1.0,1,6,23,4.0,1.0,3.25,4.75,1.5,2.0,5.5,-2.0235,MAD,2.5175091515686367,False
